.\files\Apple___Apple_scab
Number	Total Leaf Area	Percent Leaf Damage	Image name
 348 	     9341      	    369.789102     	919b43c2-b954-4a1b-a3c7-602fc1ed00e4___JR_FrgE.S 2823.JPG
 349 	     7928      	    455.184157     	932e43a7-738f-4864-92e2-745bb715160e___JR_FrgE.S 2997.JPG
 350 	     6358      	    500.298836     	934ee916-4db9-4c1a-903e-3ebdd8201178___JR_FrgE.S 8740.JPG
 351 	     2543      	    1102.713331    	938c07c1-f2ad-4cbe-b088-51a085442c3b___JR_FrgE.S 2846.JPG
 352 	     8966      	    251.862592     	93f9f8ea-31c2-412f-b3c4-49ee75312d76___JR_FrgE.S 2978.JPG
 353 	     11039     	    301.014585     	94ef739e-57a7-4f97-be8e-6ba2cfd16780___JR_FrgE.S 8664.JPG
 354 	     4627      	    769.375405     	952ab9a0-bfcc-408c-a7d7-c8ae485acb7c___JR_FrgE.S 2993.JPG
 355 	     3405      	    858.061674     	953017bf-0b57-4fd9-a696-3fb00aa84c24___JR_FrgE.S 8590.JPG
 356 	     9291      	    373.555053     	954d8d3f-c11e-4202-b5e5-501d5e41752b___JR_FrgE.S 2942.JPG
 357 	     7899      	    479.946829     	958e6e27-a6b7-4764-8af1-8a32934130ed___JR_FrgE.S 2776.JPG
 358 	     4480      	    780.714286     	9675b0f0-4169-495a-b285-67fbeeacf873___JR_FrgE.S 8621.JPG
 359 	     6550      	    451.099237     	967689f2-c160-430a-9b4d-cd05f661427c___JR_FrgE.S 2923.JPG
 360 	     3233      	    974.822147     	968bdbff-52bd-4cf6-a443-96d960b554ac___JR_FrgE.S 3094.JPG
 361 	     3205      	    1119.719189    	9691ae31-5b5d-4160-ae00-77358aff80ee___JR_FrgE.S 8719.JPG
 362 	     4704      	    785.225340     	96922007-b6ba-4925-a18a-2b19138d9297___JR_FrgE.S 2800.JPG
 363 	     5290      	    599.905482     	977c9b03-47f2-412d-a73d-7e647e973336___JR_FrgE.S 2887.JPG
 364 	     3664      	    958.788210     	97d15940-6015-4ed9-bb70-e134a88ecc25___JR_FrgE.S 8680.JPG
 365 	     4094      	    808.988764     	988c58b8-9323-4b0f-86de-c4fe396f09b8___JR_FrgE.S 8648.JPG
 366 	     3901      	    825.531915     	98f61299-9578-49f4-8907-1d06e8b15d8a___JR_FrgE.S 8617.JPG
 367 	     7538      	    370.098169     	9922fc5b-28d9-4ad7-90f2-7ad252f716dc___JR_FrgE.S 2741.JPG
 368 	     3653      	    756.090884     	99cce45c-9aaf-4d6d-bf66-491132557c12___JR_FrgE.S 8629.JPG
 369 	     3922      	    874.630291     	9a74119d-ce66-49a9-bec1-52df73abf8d0___JR_FrgE.S 2910.JPG
 370 	     5866      	    565.700648     	9b5bb550-6b75-47a3-a702-08ef34def9ff___JR_FrgE.S 8743.JPG
 371 	     4375      	    754.605714     	9bae8265-90e1-4b34-8db3-35b530fded3d___JR_FrgE.S 8667.JPG
 372 	     9644      	    365.792202     	9c58d931-8414-452e-b9cb-f911b8890236___JR_FrgE.S 2778.JPG
 373 	     5066      	    703.947888     	9cde32eb-f860-4ba0-8d6e-34db1fbaf8b2___JR_FrgE.S 2875.JPG
 374 	     10561     	    279.055014     	9d79342d-4445-42d1-878c-7f0c91e285fe___JR_FrgE.S 3011.JPG
 375 	     6698      	    345.416542     	9d8d2d78-8faf-4a85-90b6-2a2ffed94d83___JR_FrgE.S 8721.JPG
 376 	     7275      	    434.982818     	9db01900-2a71-4acc-a9e8-f1a462707cf8___JR_FrgE.S 3004.JPG
 377 	     7759      	    399.097822     	9db24caa-7d1e-4b4d-a5fd-ddc794e48ec4___JR_FrgE.S 2980.JPG
 378 	     8024      	    368.531904     	9dc8568b-4e22-4272-b012-3d3aaa0c8247___JR_FrgE.S 2850.JPG
 379 	     5330      	    466.378987     	9dd36e5e-2ca6-4ab3-8f5f-4ffb594a6023___JR_FrgE.S 2745.JPG
 380 	     8044      	    338.276977     	9e24d361-b5e7-4634-9c76-e3fab5e51d87___JR_FrgE.S 8816.JPG
 381 	     2286      	    1245.056868    	9e4c3e90-477d-4b7e-8227-bf82a037024e___JR_FrgE.S 3003.JPG
 382 	     7534      	    539.527475     	9eaff91a-1260-4d17-844d-65ab1ee09752___JR_FrgE.S 2736.JPG
 383 	     5373      	    634.561697     	9efc127e-4eb6-403a-87f8-1c57c2bb8298___JR_FrgE.S 8657.JPG
 384 	     4052      	    739.215202     	9f05f403-78c7-4a14-9c4d-452f433745eb___JR_FrgE.S 3091.JPG
 385 	     13265     	    249.166981     	9febcc67-da4b-4424-a2cc-2bd6e19833ce___JR_FrgE.S 3054.JPG
 386 	     11150     	    273.408072     	a0508a43-b31b-4d26-9ed0-96b04400b187___JR_FrgE.S 3060.JPG
 387 	     4420      	    803.144796     	a0953d6d-067c-4b49-86fb-162d14d2fed0___JR_FrgE.S 2796.JPG
 388 	     3000      	    891.833333     	a0d95497-da4c-40dd-bc2a-d29d1629bd4f___JR_FrgE.S 8759.JPG
 389 	     7483      	    421.461980     	a133da59-4ece-4efc-85a6-9376149371e4___JR_FrgE.S 2860.JPG
 390 	     4706      	    669.358266     	a157b760-a19d-4e6b-a319-29b63106de45___JR_FrgE.S 2751.JPG
 391 	     3555      	    850.745429     	a23597b9-4e73-4b9c-8ef1-de02d2f2178c___JR_FrgE.S 8690.JPG
 392 	     10474     	    256.635478     	a285e174-d731-431e-b8c5-f5e895a2e2a4___JR_FrgE.S 2975.JPG
 393 	     5741      	    644.208326     	a2d0df69-e2ee-4b7b-8b48-051027a83258___JR_FrgE.S 2936.JPG
 394 	     5960      	    504.966443     	a2e4f04e-63f9-4c66-aa1b-bf0f0b6937dc___JR_FrgE.S 8756.JPG
 395 	     4321      	    674.635501     	a2eb846a-da47-4d4d-97db-d954a20bb22a___JR_FrgE.S 2868.JPG
 396 	     3566      	    973.948402     	a31cafc7-a39b-4689-83bd-4becd49ab74b___JR_FrgE.S 8760.JPG
 397 	     2933      	    990.794408     	a352005b-d036-4aa9-8e17-babac0a9b882___JR_FrgE.S 8628.JPG
 398 	     5607      	    637.720706     	a38a8891-5883-4cfd-9718-2566dccfa114___JR_FrgE.S 8670.JPG
 399 	     5851      	    497.162878     	a3fddb87-e0d3-4ebb-8a5e-2b7bc9c33ee8___JR_FrgE.S 3084.JPG
 400 	     3363      	    893.250074     	a50f7480-3c37-4b00-8b5a-d42740523748___JR_FrgE.S 8748.JPG
 401 	     2815      	    1198.543517    	a55923f0-3b82-40ee-8211-720503bc00af___JR_FrgE.S 2808.JPG
 402 	     8020      	    555.960100     	a572ba2c-a691-4133-bb2f-e6e97edb749c___JR_FrgE.S 2991.JPG
 403 	     11247     	    308.144394     	a59e57c9-a916-447d-95a0-959f1fb51447___JR_FrgE.S 8819.JPG
 404 	     3567      	    641.183067     	a5c9d465-9070-44e2-9974-ad6ed6ffaaf5___JR_FrgE.S 2853.JPG
 405 	     2087      	    1646.430283    	a716360d-b3c2-4fcb-9ac0-98c5f3cc429b___JR_FrgE.S 2810.JPG
 406 	     6732      	    535.947712     	a77bffea-c0d7-4c29-bf1a-9401fb8d42ad___JR_FrgE.S 2872.JPG
 407 	     9142      	    371.898928     	a79f3789-8c2c-4a04-acb4-f96544b93082___JR_FrgE.S 2880.JPG
 408 	     5979      	    503.462117     	a899313e-320c-4843-a7bc-ca7eb2a81883___JR_FrgE.S 2992.JPG
 409 	     5314      	    554.441099     	a8ce9225-ca25-41ba-8c19-4d80ffcb4c93___JR_FrgE.S 8570.JPG
 410 	     6324      	    626.865908     	a8f06c83-bcab-4431-8c91-b00331c4b067___JR_FrgE.S 8613.JPG
 411 	     8764      	    378.594249     	a97c2088-9bf7-4840-8a41-813aadae4aa6___JR_FrgE.S 2793.JPG
 412 	     4899      	    849.377424     	a9d80158-0e41-4e0d-8a6b-ec0df3a83ed4___JR_FrgE.S 2845.JPG
 413 	     7408      	    403.604212     	aaac9e5e-60de-4b93-89c2-e5b18accaf57___JR_FrgE.S 3075.JPG
 414 	     6768      	    450.413712     	ab1b3baa-483a-4b41-b5d7-32e043f52594___JR_FrgE.S 3073.JPG
 415 	     3422      	    677.819988     	ab496771-c3b7-4c15-8cf1-d90455ab05cc___JR_FrgE.S 8573.JPG
 416 	     7148      	    475.489647     	ab55985d-4327-44d3-ac98-17d99f4bf18d___JR_FrgE.S 2754.JPG
 417 	     5608      	    567.029244     	abdb807d-552f-433d-bb3e-b73494bbff15___JR_FrgE.S 8780.JPG
 418 	     7992      	    359.884885     	ac638c74-99c4-434f-a9a1-ef727fa494eb___JR_FrgE.S 2986.JPG
 419 	     10782     	    303.682063     	acb4845c-bee1-478c-b11c-ade0ae397c51___JR_FrgE.S 8818.JPG
 420 	     2568      	    1354.867601    	ad42c269-aca2-4b1b-9e3d-59108ccb79a3___JR_FrgE.S 8622.JPG
 421 	     6818      	    460.765620     	aed39453-1ff0-44b9-90e8-7cabf883340e___JR_FrgE.S 2873.JPG
 422 	     3172      	    1108.921816    	aeddf040-51e9-439f-9d30-d7db6559508c___JR_FrgE.S 2914.JPG
 423 	     1997      	    1393.890836    	af1789f1-b904-40db-bb01-dc3b08141319___JR_FrgE.S 8809.JPG
 424 	     4418      	    571.027614     	af71d90f-c209-4d1d-8c80-0d7cab342106___JR_FrgE.S 8696.JPG
 425 	     4713      	    878.272862     	af952e46-4478-4672-a9dc-b0ed14cc1f8c___JR_FrgE.S 8598.JPG
 426 	     10188     	    303.445230     	b0fce660-5598-4007-b8d0-7cbd643edb9e___JR_FrgE.S 2851.JPG
 427 	     10688     	    300.888847     	b157d655-9533-4c1d-a9bc-8f6351b06306___JR_FrgE.S 3087.JPG
 428 	     2127      	    1393.182887    	b1fb1490-dd67-4f69-97a4-a770ab7c8301___JR_FrgE.S 8587.JPG
 429 	     6780      	    494.778761     	b1fbd9e5-c3b6-4aac-a77e-87ca51994e4f___JR_FrgE.S 8752.JPG
 430 	     2127      	    1198.824636    	b2d126c0-49f9-4013-a6bf-2c08ffe87f94___JR_FrgE.S 2865.JPG
 431 	      681      	    3811.453744    	b303fd07-e783-4013-90a5-dc989eec371f___JR_FrgE.S 2916.JPG
 432 	     2558      	    1226.153245    	b371e9c4-177b-4bfb-9430-e14f9f30a06d___JR_FrgE.S 2803.JPG
 433 	     10815     	    410.383726     	b3bd5eb8-caa5-4a52-8c90-2a47bd450d93___JR_FrgE.S 2830.JPG
 434 	     5660      	    663.568905     	b3d4d826-24df-4033-b9ca-fd5625d68f0d___JR_FrgE.S 2994.JPG
 435 	     4483      	    675.641312     	b435d2d9-20c4-47cf-8420-2aa6c0ddd04a___JR_FrgE.S 8742.JPG
 436 	     3447      	    849.782419     	b4607568-7941-42d9-98e6-fdaae7bd6530___JR_FrgE.S 2756.JPG
 437 	     7046      	    419.571388     	b48b4bc3-f7dc-4c57-90eb-0bc29c8c1b5f___JR_FrgE.S 2744.JPG
 438 	     5070      	    756.114398     	b5e8225f-baa9-4ee0-ae0d-3e15cd7e95b8___JR_FrgE.S 8718.JPG
 439 	     3554      	    1216.685425    	b6850718-a674-4eb2-9a5b-bb7ae5f32ce8___JR_FrgE.S 8602.JPG
 440 	     7730      	    345.510996     	b766b27a-cc4c-432f-a6cd-48eb65bf556b___JR_FrgE.S 2921.JPG
 441 	     2478      	    1166.384181    	b7816ede-6659-4cdf-8b46-d36927981cff___JR_FrgE.S 8677.JPG
 442 	     4124      	    583.074685     	b83cf31c-65e9-405d-a42b-5c4ffda9114c___JR_FrgE.S 8744.JPG
 443 	     2995      	    633.889816     	b84f9317-4054-4796-b36a-1dffcb871956___JR_FrgE.S 8725.JPG
 444 	     7568      	    429.994715     	b856fc24-15d8-4294-8dd5-70a270f54518___JR_FrgE.S 8789.JPG
 445 	     4367      	    809.068010     	b94f7192-3ed3-4dfa-83a6-570142a8b795___JR_FrgE.S 8687.JPG
 446 	     3273      	    1203.177513    	b970ac93-7f26-41ae-a5ed-fc509e209c12___JR_FrgE.S 8808.JPG
 447 	     5228      	    642.846213     	ba4c9f5d-dcc1-408f-a9c5-ca9835533e98___JR_FrgE.S 2833.JPG
 448 	     7016      	    455.444698     	baf805d8-6809-4883-99ff-2fd59dd8be5f___JR_FrgE.S 2886.JPG
 449 	     6266      	    545.738908     	bb1f1f60-cd69-4661-aca2-bcb19eb1def2___JR_FrgE.S 8785.JPG
 450 	     2653      	    998.718432     	bb4461e1-297a-4f68-b5d7-9d469489ee67___JR_FrgE.S 2871.JPG
 451 	     6746      	    494.441150     	bbf0af8f-62fc-4b41-9b4a-e1f7e15974c7___JR_FrgE.S 2788.JPG
 452 	     6748      	    478.823355     	bc64857e-c087-44c9-83b5-514d9b8dea37___JR_FrgE.S 2912.JPG
 453 	     5701      	    570.145588     	bc6642f0-62ee-419c-90c8-e1e2f19aaecb___JR_FrgE.S 2907.JPG
 454 	     4637      	    574.983826     	bd1b3df1-f056-40c1-aded-be7185154408___JR_FrgE.S 8779.JPG
 455 	     7939      	    384.128983     	bd2af58a-c9fc-4c2f-bdcb-b53d979947d7___JR_FrgE.S 3029.JPG
 456 	     5427      	    749.622259     	bd6f574a-e0cc-4293-af21-3949e9bf3a8e___JR_FrgE.S 8675.JPG
 457 	     2993      	    1084.931507    	be00705f-de03-4448-b186-fc47e39859a2___JR_FrgE.S 8811.JPG
 458 	     5635      	    668.873114     	bf3eaad3-aa22-4425-88f0-339be0f39059___JR_FrgE.S 2933.JPG
 459 	     2604      	    1048.271889    	bf5fa34e-8d39-43e2-8b54-ba83366871b1___JR_FrgE.S 3095.JPG
 460 	     10689     	    300.542614     	c01c9e64-11b2-4c1e-adf0-2e781c6d69aa___JR_FrgE.S 8817.JPG
 461 	     7827      	    453.609301     	c035251c-a97e-4a3a-afb6-5e465bb23ba1___JR_FrgE.S 2906.JPG
 462 	     2632      	    1584.004559    	c18a2d5a-4160-48de-8e9e-7ccc047aeddc___JR_FrgE.S 8805.JPG
 463 	     9374      	    353.573715     	c225a3a5-4b7f-4226-aa70-73c9ce8d3de2___JR_FrgE.S 8722.JPG
 464 	     6229      	    242.205812     	c3fc7435-5960-4b9a-b333-287ffeb05126___JR_FrgE.S 3002.JPG
 465 	     4422      	    755.020353     	c418f9e9-92e8-46ce-ba41-50b0f9b45d38___JR_FrgE.S 8585.JPG
 466 	     3272      	    639.425428     	c46d0eff-8a56-4655-9940-93a323c7154a___JR_FrgE.S 3033.JPG
 467 	     5923      	    568.765828     	c4746563-b461-420a-9963-9a9b467c97d6___JR_FrgE.S 2742.JPG
 468 	     2811      	    1428.317325    	c47676f2-2302-4efb-9598-6b51a45e28f7___JR_FrgE.S 8803.JPG
 469 	     1537      	    1242.615485    	c4833395-fa04-4b3a-89f1-6fbc5c3d7d18___JR_FrgE.S 2866.JPG
 470 	     8009      	    476.064428     	c498d495-5796-4d08-9eaf-c1f26ed1099a___JR_FrgE.S 2888.JPG
 471 	     6159      	    508.637766     	c575ad09-2607-4537-b199-4d2b022779fd___JR_FrgE.S 3086.JPG
 472 	     4554      	    525.076856     	c5a5ffe1-6687-412b-9a06-31c9aee8066b___JR_FrgE.S 3037.JPG
 473 	     3759      	    872.838521     	c60b9b66-c955-4c35-bf7b-0c9b429b3477___JR_FrgE.S 8693.JPG
 474 	     1228      	    2168.078176    	c6cdf94f-8dec-428e-a0cd-997f9ce631d2___JR_FrgE.S 8749.JPG
 475 	     8741      	    401.704610     	c7459ae0-0430-4e16-8741-fc71629f8357___JR_FrgE.S 3057.JPG
 476 	     7402      	    444.177249     	c762e867-0f8b-459e-b870-10090256d9bf___JR_FrgE.S 8723.JPG
 477 	     5068      	    779.143646     	c7cdbb47-6660-44b5-8bb6-3cb796685d15___JR_FrgE.S 2834.JPG
 478 	     7423      	    492.994746     	c8269293-ae8c-4ac0-8eb3-6574683f1b2e___JR_FrgE.S 8699.JPG
 479 	     5718      	    621.038825     	c8ede452-70bd-45bf-b820-e06d19d541bd___JR_FrgE.S 8662.JPG
 480 	     4308      	    869.498607     	ca07e05a-e6a2-4651-b4fd-e54f0d1c58b7___JR_FrgE.S 2840.JPG
 481 	     5924      	    559.351789     	cb323687-3c3a-41d0-b5f8-445f15d9aa76___JR_FrgE.S 8688.JPG
 482 	     5146      	    789.176059     	cc0d5a51-bb90-421f-9e0a-f74fc323dcf6___JR_FrgE.S 8717.JPG
 483 	     7898      	    364.092175     	cc0f71b0-af7d-49e2-b7df-a45e97caab2c___JR_FrgE.S 8796.JPG
 484 	     9488      	    218.739460     	cc73875e-54c2-49a1-91bb-f2bc85a93f8f___JR_FrgE.S 2747.JPG
 485 	     11034     	    310.431394     	cc92897c-3975-4130-a067-6007945be8ab___JR_FrgE.S 2943.JPG
 486 	     4337      	    904.957344     	cd4907f8-168a-405b-ae16-599e6e621dca___JR_FrgE.S 8619.JPG
 487 	     9909      	    425.623171     	cda4e00f-b32f-4605-b2ca-4b5eba5ecc22___JR_FrgE.S 8799.JPG
 488 	     5995      	    528.807339     	cda99dd8-c509-4825-a35d-d71cb35d3d4c___JR_FrgE.S 8695.JPG
 489 	     4776      	    763.190955     	ce1df5bf-b9cd-491a-9b54-f4e20f3b71a2___JR_FrgE.S 2735.JPG
 490 	     2562      	    1339.383294    	ce675478-f624-4536-b4ba-b0c43d134ae8___JR_FrgE.S 8595.JPG
 491 	     4919      	    567.473064     	cf524171-a68a-4200-9159-133567b95f71___JR_FrgE.S 8658.JPG
 492 	     9017      	    357.657758     	cffe2528-d760-4e77-a117-a0253ba3af6f___JR_FrgE.S 8801.JPG
 493 	     7694      	    449.727060     	d1516c58-c21b-4ba9-907b-cd89f245f4f2___JR_FrgE.S 3058.JPG
 494 	     7524      	    427.618288     	d197373c-af39-4000-aa28-cab65fafa361___JR_FrgE.S 2959.JPG
 495 	     3243      	    1061.332100    	d22325cf-3a6a-4dc8-8ddb-a4e1a8817d8b___JR_FrgE.S 3090.JPG
 496 	     3824      	    961.532427     	d2313a95-61dd-45de-a8b8-3c2992e2b97f___JR_FrgE.S 8652.JPG
 497 	     9670      	    377.342296     	d240fec5-9b1e-4b36-a7df-d0007d0ebfcb___JR_FrgE.S 2929.JPG
 498 	     1852      	    1962.365011    	d270d610-6fb5-4ae1-9a00-ad72b3e98526___JR_FrgE.S 8635.JPG
 499 	     4185      	    851.971326     	d2ca1cb3-50b5-4861-85d8-a7bdae78265d___JR_FrgE.S 2995.JPG
 500 	     3692      	    987.026002     	d30f9b23-402d-4c3f-bdf7-406c9e35d038___JR_FrgE.S 8715.JPG
 501 	     4877      	    763.358622     	d32e96f1-8fde-4f6e-a558-7fdc1ab0807e___JR_FrgE.S 8676.JPG
 502 	     5081      	    811.434757     	d3355b6d-0a25-42b5-afb7-60b3471f9be7___JR_FrgE.S 2878.JPG
 503 	     2801      	    892.823991     	d34cb771-c15b-41c4-aa43-ecae33df010b___JR_FrgE.S 8631.JPG
 504 	     3061      	    1293.956223    	d361ab89-3f57-4bfc-b2af-a6c5b75055af___JR_FrgE.S 8608.JPG
 505 	      843      	    3331.553974    	d3dab897-b9de-4ec4-a335-db2f36a64011___JR_FrgE.S 2918.JPG
 506 	     5804      	    549.758787     	d3deecaa-bd8c-4b10-a33f-4c6d188a3b95___JR_FrgE.S 8712.JPG
 507 	     5456      	    587.756598     	d40e4a34-1c9a-4971-acce-bb6ce2e14208___JR_FrgE.S 8654.JPG
 508 	     6206      	    504.785691     	d4c03762-b68f-4e8f-ae5c-10b15de04fb3___JR_FrgE.S 8776.JPG
 509 	     4316      	    875.440222     	d4ea8c73-7beb-4019-8a66-f60381c6fdc0___JR_FrgE.S 8601.JPG
 510 	     3580      	    896.731844     	d56311b8-ffb7-4f58-b521-c8be2a31f980___JR_FrgE.S 2799.JPG
 511 	     3501      	    726.792345     	d65349b4-80ff-474e-a48e-bf8fa597d880___JR_FrgE.S 8775.JPG
 512 	     6514      	    531.209702     	d6a4afb8-a539-4851-b29f-2469a48d8591___JR_FrgE.S 8772.JPG
 513 	     2124      	    1434.839925    	d734401a-6948-4be6-bfe7-1469d8c910f7___JR_FrgE.S 8732.JPG
 514 	     8495      	    321.977634     	d751e4b1-101d-4f23-aa99-5cd93b617aab___JR_FrgE.S 3012.JPG
 515 	     6612      	    584.966727     	d7927614-3b3e-4ba5-8564-2ae4a1f25132___JR_FrgE.S 2812.JPG
 516 	     3867      	    878.794931     	d8735c39-eb57-460b-bff1-7946a6d3a543___JR_FrgE.S 2935.JPG
 517 	     6370      	    672.684458     	d892ca1b-8b68-4087-9bb1-3ac7b861c283___JR_FrgE.S 8606.JPG
 518 	     8120      	    493.029557     	d8e21bad-015b-4b76-8ffa-373b191ed448___JR_FrgE.S 3021.JPG
 519 	     2583      	    1146.844754    	d962745e-a8b7-414a-a9f8-f47e945e3be9___JR_FrgE.S 2881.JPG
 520 	     1875      	    1642.560000    	db1600c7-f9dc-45a4-9e01-223b67ebef83___JR_FrgE.S 8703.JPG
 521 	     5816      	    538.651994     	db86273f-ea7e-4131-a1b7-75e9f990d596___JR_FrgE.S 2892.JPG
 522 	     4016      	    921.140438     	dcea72e4-ea95-43b3-8676-3d46188fc8e0___JR_FrgE.S 8813.JPG
 523 	     3715      	    771.036339     	dd73bcb6-849f-4df3-9939-6893d07b2b45___JR_FrgE.S 8572.JPG
 524 	     5076      	    578.506698     	dda90093-ad40-44cf-8c6d-b4572d1c19cd___JR_FrgE.S 3014.JPG
 525 	     4726      	    655.797715     	ddbcb13e-0263-4881-9e1b-6f00d67f7217___JR_FrgE.S 8683.JPG
 526 	     1796      	    1567.316258    	dddffcc1-874d-4a5a-a030-14a6e2a4bf0d___JR_FrgE.S 2958.JPG
 527 	     1590      	    865.031447     	deccf856-7d85-4b95-9d35-85f4ad1af7f7___JR_FrgE.S 8689.JPG
 528 	     1795      	    1776.880223    	ded93fa6-0c14-47ea-aa92-806a64db7816___JR_FrgE.S 2795.JPG
 529 	     7619      	    478.973619     	deffd3c8-a9c7-4082-ba2a-4a54aad8ab17___JR_FrgE.S 2789.JPG
 530 	     6601      	    457.491289     	df0e8bc3-8244-4843-8d54-0593a6f2ee05___JR_FrgE.S 2743.JPG
 531 	     3034      	    1031.344759    	e07b2429-8ae5-42dd-8ce8-1e94887ea6df___JR_FrgE.S 8812.JPG
 532 	     8689      	    456.611808     	e0cafae6-9957-4f28-8a9f-70fae53d289d___JR_FrgE.S 2813.JPG
 533 	     9663      	    387.809169     	e0ee140b-d60c-4b08-ae6f-e44c5c31fbc8___JR_FrgE.S 2817.JPG
 534 	     8314      	    365.900890     	e11f6e9d-abff-4da2-864e-45f9aa2df34b___JR_FrgE.S 3072.JPG
 535 	     4708      	    703.929482     	e1e8a707-d2b0-4cb6-ae56-c26a5e9ff016___JR_FrgE.S 8761.JPG
 536 	     5571      	    402.477114     	e2af1632-e9bb-4a05-8ead-faba02eac1e2___JR_FrgE.S 3070.JPG
 537 	     1525      	    1619.672131    	e2da6207-2cfa-4620-8569-2f4c57a34f30___JR_FrgE.S 8682.JPG
 538 	      347      	    2719.308357    	e3eead59-f821-41dd-9794-ba3ad35c71c7___JR_FrgE.S 2937.JPG
 539 	      793      	    2759.394704    	e43cb49a-44ff-4ee5-9dae-aa2e89fb643b___JR_FrgE.S 2927.JPG
 540 	     4244      	    725.918944     	e4999654-a4e5-4038-bb7f-d69f824a0505___JR_FrgE.S 8728.JPG
 541 	     5400      	    738.166667     	e4d473a3-83ad-496d-a97f-5aee9d713d69___JR_FrgE.S 2782.JPG
 542 	     7233      	    472.708420     	e528fe87-6133-4d89-88b0-2a37aaa07f16___JR_FrgE.S 8729.JPG
 543 	     3921      	    670.313695     	e54ced2f-6766-41f4-99d5-87ffc2a81cbc___JR_FrgE.S 8694.JPG
 544 	     1530      	    1384.967320    	e66666f1-bad7-4ceb-8142-389b841be362___JR_FrgE.S 3008.JPG
 545 	     5366      	    425.605665     	e6c8b854-6b46-4137-8e08-81e63ff418ea___JR_FrgE.S 2971.JPG
 546 	     6544      	    430.638753     	e6ea57b6-04c9-4873-83d5-f6d859d54dbb___JR_FrgE.S 2848.JPG
 547 	     4121      	    827.833050     	e741c2b4-3b28-4b2c-9664-cb43ba040592___JR_FrgE.S 8610.JPG
 548 	     13262     	    255.760820     	e7a606e4-1e4d-4d37-924f-5a2f49217523___JR_FrgE.S 3052.JPG
 549 	     11518     	    197.924987     	e7cca27e-405c-4b21-9e61-f0c3ca6ee1c4___JR_FrgE.S 2977.JPG
 550 	     2179      	    1534.648922    	e8a82871-4dc0-4186-b8f1-0a27f82b60e8___JR_FrgE.S 8626.JPG
 551 	     8133      	    373.699742     	e90a2dde-185e-46e4-82ad-ce94bf0100b7___JR_FrgE.S 2746.JPG
 552 	     14908     	    282.385296     	e91dc932-5dcb-45fb-bc01-bd452294e752___JR_FrgE.S 3050.JPG
 553 	     3177      	    1024.708845    	e956f107-ce57-4996-82a1-2336be5943c0___JR_FrgE.S 8704.JPG
 554 	     6934      	    532.520911     	e9d9e0f2-331e-4bf5-90cf-a45c2a93dfea___JR_FrgE.S 2946.JPG
 555 	     7951      	    383.662432     	e9df76bc-d175-42c9-990e-6e6c5f5ac5ce___JR_FrgE.S 8663.JPG
 556 	     10266     	    391.905319     	eb042f74-2761-4e00-b8ae-759aa4029738___JR_FrgE.S 3078.JPG
 557 	     2940      	    1231.258503    	eb36abb9-44c2-47e1-86fe-36c834ed7add___JR_FrgE.S 8644.JPG
 558 	     4283      	    872.028952     	eb98c4ac-28e3-40ef-8cf4-38acddd5d774___JR_FrgE.S 3043.JPG
 559 	     5163      	    590.083285     	ebe0af1e-91e2-4f41-bea2-179e720da94b___JR_FrgE.S 8750.JPG
 560 	     4913      	    578.831671     	ec91d717-d4b1-41a1-9477-f646db7a39f9___JR_FrgE.S 8709.JPG
 561 	     3909      	    776.208749     	ecd438b2-48c2-4e04-a1dc-7878625cbdab___JR_FrgE.S 2945.JPG
 562 	     2299      	    1502.522836    	ecd4b7b6-2418-4fc0-ab1f-c63c7a61fac6___JR_FrgE.S 8672.JPG
 563 	     6703      	    368.790094     	ecfabcf4-106e-4357-8058-948dcb2f4798___JR_FrgE.S 8821.JPG
 564 	     6585      	    326.879271     	ee5b8f3c-3afe-45d9-b0ad-8aefc9dc914b___JR_FrgE.S 2987.JPG
 565 	     8356      	    218.956438     	ee734326-8122-445c-adb5-9f0cb8dca9b7___JR_FrgE.S 2964.JPG
 566 	     5649      	    474.561869     	ee7a3b7f-0bda-47e7-b211-734166bb6973___JR_FrgE.S 3030.JPG
 567 	     3098      	    981.956101     	ee978e42-d36d-4bba-b0ac-fcc0eefaacd3___JR_FrgE.S 8665.JPG
 568 	     5456      	    640.359238     	eff6da40-2404-4b50-a773-ac0d311559a9___JR_FrgE.S 8666.JPG
 569 	     4648      	    484.057659     	f079c46a-6614-45ac-8ab6-187d126609e5___JR_FrgE.S 2767.JPG
 570 	     10251     	    356.940786     	f0919147-209f-4a73-be01-42a5f160d51b___JR_FrgE.S 3056.JPG
 571 	     7106      	    431.142696     	f14af5e9-087d-4040-9eb2-c2672d513e36___JR_FrgE.S 2972.JPG
 572 	     9083      	    449.355940     	f15c02d9-9aa6-45b5-84fc-97e22f7fabaa___JR_FrgE.S 2831.JPG
 573 	     5088      	    732.547170     	f1844803-f6fb-4cfb-851e-b9095fb40c9e___JR_FrgE.S 2898.JPG
 574 	     3192      	    1074.624060    	f1931320-4177-4453-93fd-3decee538b51___JR_FrgE.S 8707.JPG
 575 	     10939     	    301.316391     	f24c943a-6339-48a5-bfb0-b866c926dc16___JR_FrgE.S 2931.JPG
 576 	     6677      	    529.039988     	f2b3cfad-a6a4-4d2c-b56a-3f323b497e87___JR_FrgE.S 2780.JPG
 577 	     5446      	    602.552332     	f2b57a5b-f46d-453a-bb33-21d01d8a10de___JR_FrgE.S 3036.JPG
