.\files\Cherry_(including_sour)___Powdery_mildew
Number	Total Leaf Area	Percent Leaf Damage	Image name
 228 	     36353     	     6.681704      	35b90fdd-38f4-44b5-ad59-16812595024e___FREC_Pwd.M 4575.JPG
 229 	     29912     	     10.958813     	35d6c68e-d0c0-49d7-80c5-b3cb2618f933___FREC_Pwd.M 4686.JPG
 230 	     26702     	     4.823609      	3632065f-bc6e-486c-9f86-c0d37edbb762___FREC_Pwd.M 4487.JPG
 231 	     27146     	     7.083917      	36875378-8b7e-484f-a557-f1a2d2a9b308___FREC_Pwd.M 4582.JPG
 232 	     24023     	     21.042334     	36999b1a-e562-4120-bfb6-5acf1988ebc0___FREC_Pwd.M 0477.JPG
 233 	     30117     	     12.501245     	36ac8741-4a25-4c69-9158-93ec279974fa___FREC_Pwd.M 4528.JPG
 234 	     28611     	     4.452833      	37d9fccc-2d35-48c0-be73-f56b5a1e7665___FREC_Pwd.M 0303.JPG
 235 	     39522     	     14.078235     	38895ed0-5a4e-4954-8778-9f022267431e___FREC_Pwd.M 4997.JPG
 236 	     29917     	     4.134773      	3889d54c-d40e-4663-bef0-d2df478ee413___FREC_Pwd.M 0374.JPG
 237 	     30027     	     3.177141      	38b9665e-5c2e-4f30-9909-015cf9b3a4ef___FREC_Pwd.M 0481.JPG
 238 	     30686     	     6.641465      	3928d15a-b841-4524-a5be-b34546c358f2___FREC_Pwd.M 0324.JPG
 239 	     36900     	     6.888889      	392bcdd9-eed3-4f4e-a56f-227b990d9719___FREC_Pwd.M 0531.JPG
 240 	     31524     	     3.638498      	3947085c-910c-4251-bd9f-90c25fddcb3a___FREC_Pwd.M 0576.JPG
 241 	     31360     	     13.778699     	3983b22e-b3b0-464f-b623-bf9131cb513a___FREC_Pwd.M 4741.JPG
 242 	     31667     	     15.997726     	39f93ec3-f932-4640-a888-2e3d4d6a568d___FREC_Pwd.M 4860.JPG
 243 	     30032     	     14.421284     	3a043be9-9ea9-4017-9ebc-1a10084dbe08___FREC_Pwd.M 0388.JPG
 244 	     38626     	     9.718842      	3a15932f-38c1-4728-ac2f-fa067662c8e3___FREC_Pwd.M 0563.JPG
 245 	     26710     	     19.992512     	3a9dde01-97de-4650-b6e8-1f76b1597e7e___FREC_Pwd.M 4864.JPG
 246 	     36710     	     5.971125      	3aeba7fc-1239-4e6f-812c-e9b5848874ed___FREC_Pwd.M 0242.JPG
 247 	     33096     	     19.724438     	3b29c5d1-5a66-421c-974c-38c604b918ae___FREC_Pwd.M 5030.JPG
 248 	     12193     	     90.076273     	3b4e1c6c-b021-4cc6-adaf-fb3e61035600___FREC_Pwd.M 5126.JPG
 249 	     35471     	     3.958163      	3b9e2d81-4659-4771-8210-eea9f4500b44___FREC_Pwd.M 4483.JPG
 250 	     34336     	     5.425792      	3bfa3406-fb45-4b15-ab2c-5a7cb8d41794___FREC_Pwd.M 0489.JPG
 251 	     32881     	     4.884280      	3c110656-9094-491e-909a-2cfc7a743972___FREC_Pwd.M 0492.JPG
 252 	     32828     	     11.645546     	3c233862-81bf-4d35-a9df-7855e32df9f7___FREC_Pwd.M 4912.JPG
 253 	     21403     	     60.248563     	3c51251b-482f-4753-adff-c0049bcb9a6a___FREC_Pwd.M 5118.JPG
 254 	     35072     	     15.610744     	3c62ecda-0c15-4a6c-9343-f4a54d4e27cb___FREC_Pwd.M 4536.JPG
 255 	     37683     	     10.906775     	3c726192-540f-4ce5-9590-0aa8500e195c___FREC_Pwd.M 0547.JPG
 256 	     31832     	     12.157577     	3d8f843b-61ff-425f-9233-00d02606e005___FREC_Pwd.M 4697.JPG
 257 	     30011     	     3.815268      	3d908213-1f46-40a1-b4d6-567d4f05edfe___FREC_Pwd.M 0287.JPG
 258 	     30086     	     18.942365     	3d98a949-80b5-44ab-bdc5-37a8d6029af2___FREC_Pwd.M 4713.JPG
 259 	     31678     	     8.280194      	3e259f31-d7a8-4999-b0e6-12c74e98687a___FREC_Pwd.M 4791.JPG
 260 	     30469     	     4.040172      	3e6d1db1-c9f7-451d-a79b-0a11260e5a92___FREC_Pwd.M 0493.JPG
 261 	     32882     	     7.098108      	3e71bd88-d17c-4e8f-b32b-9848ddc093ce___FREC_Pwd.M 4509.JPG
 262 	     37230     	     4.396992      	3e888774-5b36-4346-8627-484de167ea88___FREC_Pwd.M 4982.JPG
 263 	     51527     	     20.342733     	3ec67b8f-007a-4e49-9e5f-0ce292ea0675___FREC_Pwd.M 5138.JPG
 264 	     36884     	     4.289123      	3f16d4f4-5cc6-4817-852f-6ab66dcee360___FREC_Pwd.M 0528.JPG
 265 	     11935     	     60.108923     	3f56f44a-0a1b-4bf7-abda-d1893f44abc3___FREC_Pwd.M 5090.JPG
 266 	     32021     	     19.196777     	3fdca6e2-38f7-4564-b019-d9dcb9897d6c___FREC_Pwd.M 4655.JPG
 267 	     38686     	     18.688931     	405685ad-41e4-4bca-b1ca-f7464141c46e___FREC_Pwd.M 0321.JPG
 268 	     23813     	     25.717045     	405eb186-3a7e-4160-896b-b23b25d06548___FREC_Pwd.M 4669.JPG
 269 	     31485     	     9.712562      	4089802b-53ff-475e-a074-da6c0423a82a___FREC_Pwd.M 0313.JPG
 270 	     37953     	     9.074381      	40f6e95a-837c-4d31-a1b4-14351c25bd25___FREC_Pwd.M 4621.JPG
 271 	     35631     	     4.830064      	41113e0d-2d3c-4f71-bbf7-d9310ed23b5e___FREC_Pwd.M 4775.JPG
 272 	     26910     	     13.455964     	41493e9c-7e7b-49ce-b189-e5b772623a78___FREC_Pwd.M 4583.JPG
 273 	     31055     	     4.450169      	41e2a7fa-2b13-4bdf-b17a-990cea0775cc___FREC_Pwd.M 0253.JPG
 274 	     30476     	     5.607691      	42435498-17af-4a69-acbd-c552cbdc2761___FREC_Pwd.M 4604.JPG
 275 	     34488     	     13.709116     	4288e46f-623e-4585-9740-1e916d1a13a7___FREC_Pwd.M 4734.JPG
 276 	     30591     	     12.575594     	42ce6a15-e155-4865-b71b-2516e462dfe6___FREC_Pwd.M 4882.JPG
 277 	     36013     	     3.662566      	430e75b3-d67e-429a-936e-e64610dc0aa3___FREC_Pwd.M 0268.JPG
 278 	     25048     	     16.280741     	43289d9f-5de8-4b04-a455-24445a6efe54___FREC_Pwd.M 4750.JPG
 279 	     13235     	     91.431810     	437415ee-ae8f-4671-bd7c-becdcb15fb03___FREC_Pwd.M 5107.JPG
 280 	     25272     	     83.871478     	438f18e6-97c3-4462-96c0-4ae83790398b___FREC_Pwd.M 4824.JPG
 281 	     26567     	     7.588362      	43ed2a9b-8f85-4a79-b830-bbbeba856e79___FREC_Pwd.M 4498.JPG
 282 	     30811     	     5.812859      	43f27e79-1bfb-43f7-94d0-ae7f096681a8___FREC_Pwd.M 0254.JPG
 283 	     31535     	     24.956398     	441b415a-197a-4880-a373-6821f5a14725___FREC_Pwd.M 4880.JPG
 284 	     34070     	     3.921338      	443ad125-b898-4421-816a-0f4a5db04d8c___FREC_Pwd.M 0539.JPG
 285 	     29048     	     27.774718     	443f2ed2-dacc-4f1b-8cfe-bfc2e4c3155d___FREC_Pwd.M 5157.JPG
 286 	     39943     	     10.687730     	445eb8d9-0991-4415-835a-d1b6c1268ef2___FREC_Pwd.M 5001.JPG
 287 	     31330     	     14.190871     	44eb6a50-0475-4a84-9663-41b23e253535___FREC_Pwd.M 4687.JPG
 288 	     32939     	     14.696864     	455bb24d-94f8-4914-8fdc-6e1fd8008e78___FREC_Pwd.M 0342.JPG
 289 	     36304     	     6.704495      	45738ed0-df8b-4fcb-ac68-8393fcacbfec___FREC_Pwd.M 0498.JPG
 290 	     28223     	     15.923183     	45cf163b-2919-4194-82a1-5e6c0671767e___FREC_Pwd.M 5014.JPG
 291 	     30488     	     19.050118     	45fc7cc7-53eb-4ab6-a20b-50d03cbc2f41___FREC_Pwd.M 4538.JPG
 292 	     29410     	     3.757225      	460f7421-98c2-4477-b10b-88341b71f4f8___FREC_Pwd.M 0579.JPG
 293 	     28509     	     4.752885      	46713371-70e1-4a42-9537-5781e602c174___FREC_Pwd.M 0384.JPG
 294 	     34610     	     4.513146      	474c1d4c-015f-4029-994f-90be5cfb3032___FREC_Pwd.M 4574.JPG
 295 	     35825     	     18.308444     	47fcda65-b8ab-458d-9d5a-734ef9fb2aca___FREC_Pwd.M 0455.JPG
 296 	     31431     	     11.542744     	48175408-eebb-4868-bc02-906a07a93b77___FREC_Pwd.M 0318.JPG
 297 	     37630     	     4.273186      	485a5bc3-01f2-4fe1-a99d-46315e428e29___FREC_Pwd.M 4462.JPG
 298 	     34791     	     23.307752     	486df68c-c24c-4ab0-87b0-6e79a8435ce8___FREC_Pwd.M 0399.JPG
 299 	     26542     	     12.719463     	48a8b952-2746-4a2d-95f0-18f6efcaa834___FREC_Pwd.M 4794.JPG
 300 	     37708     	     17.725682     	49008a5d-9ba2-4291-ad7a-93c8bc72b4b2___FREC_Pwd.M 0463.JPG
 301 	     37456     	     3.217108      	498a52a4-eb74-42bf-9209-1bbb5d803342___FREC_Pwd.M 0567.JPG
 302 	     21174     	     78.204402     	49bef165-cf36-4fde-bd5e-77a942d3f1a0___FREC_Pwd.M 4820.JPG
 303 	     9714      	     72.658019     	4a681bd1-f177-4079-a67c-890eaa1fb016___FREC_Pwd.M 5097.JPG
 304 	     38177     	     6.265553      	4aa7df26-15a1-40b2-80b7-19a6284a8ca3___FREC_Pwd.M 0569.JPG
 305 	     32527     	     12.186799     	4aaa4317-e0d2-4068-9416-0138cc27325a___FREC_Pwd.M 4607.JPG
 306 	     21767     	     17.053338     	4b177f1c-adfe-4a47-8c95-f03d5ffac8f3___FREC_Pwd.M 4847.JPG
 307 	     28331     	     9.371360      	4b2f2df6-06e4-46c2-9c45-268ddbea8477___FREC_Pwd.M 0375.JPG
 308 	     28005     	     10.283878     	4b402153-97b6-4d4b-bb3e-b287349d7d41___FREC_Pwd.M 5025.JPG
 309 	     34583     	     3.313767      	4bbc2747-4250-4f66-ae71-fd178771f2f3___FREC_Pwd.M 4569.JPG
 310 	     33294     	     18.255542     	4bc900b6-d994-4356-920b-8e44574a4b4e___FREC_Pwd.M 0334.JPG
 311 	     33092     	     6.584673      	4c46150b-476c-470b-963e-9dd64296200c___FREC_Pwd.M 0246.JPG
 312 	     30517     	     11.298620     	4c5ba905-216a-479d-8bca-6905d68c8279___FREC_Pwd.M 5147.JPG
 313 	     31387     	     34.899799     	4c756b73-5e7d-40ec-9b36-1866c49f2e43___FREC_Pwd.M 5156.JPG
 314 	     32641     	     10.505193     	4c823529-3235-4215-b13d-e74c16ea761a___FREC_Pwd.M 0331.JPG
 315 	     35741     	     18.136034     	4cb98a3a-3fb9-46a6-9c39-9d9f4c13ef9f___FREC_Pwd.M 0461.JPG
 316 	     30663     	     7.481329      	4cc877f9-6253-4b54-886c-c5cc5fd5e62c___FREC_Pwd.M 4717.JPG
 317 	     35176     	     20.391744     	4d275eaa-c496-4ab3-a58e-1929ec222506___FREC_Pwd.M 0397.JPG
 318 	     35658     	     9.635986      	4d2cc486-e10c-453c-a095-9b7eb48790a8___FREC_Pwd.M 0415.JPG
 319 	     38783     	     5.301292      	4d53f660-e6ef-47b0-8f12-24a6f7e5ddbb___FREC_Pwd.M 0523.JPG
 320 	     30543     	     14.376453     	4d8dadf9-1b3d-49d1-a8f2-eaf5ccaef559___FREC_Pwd.M 0433.JPG
 321 	     30314     	     8.022696      	4e25945a-6555-4546-b605-414bd68a7fe0___FREC_Pwd.M 4628.JPG
 322 	     35605     	     4.788653      	4e37a789-6cb3-4721-ad87-1a60f0d14912___FREC_Pwd.M 4836.JPG
 323 	     11848     	     88.943282     	4e64e49b-ff7b-435d-a304-4ab059403849___FREC_Pwd.M 5098.JPG
 324 	     31502     	     13.757857     	4e716573-bcb1-4c3c-97c3-3d4062f893b4___FREC_Pwd.M 4652.JPG
 325 	     6864      	     52.199883     	4e88b060-7419-4eb9-a429-db020ef20f0a___FREC_Pwd.M 5084.JPG
 326 	     32404     	     11.779410     	4ea0cb8a-6b0a-4aec-8b8d-0dc973f28878___FREC_Pwd.M 0280.JPG
 327 	     34746     	     5.387671      	4ecaf512-0d48-40e2-ae00-3dda8914c1a3___FREC_Pwd.M 0310.JPG
 328 	     27504     	     6.428156      	4f75ddb3-f360-4d18-9d1b-f3fe7ffc1798___FREC_Pwd.M 4595.JPG
 329 	     34933     	     4.311110      	4fb47a09-ee8b-445f-9fb0-b74a8317a65f___FREC_Pwd.M 4577.JPG
 330 	     28735     	     19.502349     	5012f73a-d4ae-42bc-b06f-6775343742f8___FREC_Pwd.M 0469.JPG
 331 	     33355     	     3.501724      	503409a9-1a72-4cbf-98ab-421139942fd9___FREC_Pwd.M 0296.JPG
 332 	     35083     	     23.082405     	50443219-b249-4c0f-af1e-7b2243c4dc91___FREC_Pwd.M 4611.JPG
 333 	     33479     	     12.763225     	5050b880-7a98-4f24-a484-014ec59537ee___FREC_Pwd.M 0383.JPG
 334 	     24173     	     19.749307     	50acb035-381b-46f2-83df-853cb40a9d25___FREC_Pwd.M 4869.JPG
 335 	     35288     	     15.546361     	50bd37ab-bb09-4edc-ba61-70ace46811c3___FREC_Pwd.M 5015.JPG
 336 	     22861     	     18.573116     	51a6dc79-5439-4159-af32-725a53dae409___FREC_Pwd.M 4865.JPG
 337 	     10771     	     61.322069     	523bfb48-39b8-4267-ade3-b457a91fbe46___FREC_Pwd.M 5088.JPG
 338 	     29047     	     16.672978     	525e0e62-573a-4a9c-9955-bd2f4ae39bad___FREC_Pwd.M 4531.JPG
 339 	     31905     	     13.982134     	525ea422-bb9d-47fd-b3e5-cfabf3e989fd___FREC_Pwd.M 4704.JPG
 340 	     32316     	     12.801708     	52acb15f-d454-40b0-97c9-70078a6f86a1___FREC_Pwd.M 4739.JPG
 341 	     35922     	     14.559323     	52aea538-85d0-461c-8956-25af2d74a1ac___FREC_Pwd.M 0426.JPG
 342 	     29082     	     10.449763     	52ecce7d-bcd4-4d36-b455-b0948eb02371___FREC_Pwd.M 4724.JPG
 343 	     33580     	     3.356164      	52fdca01-c6e8-4903-a8ff-c9825071e6d2___FREC_Pwd.M 0283.JPG
 344 	     33537     	     12.854459     	535f0fec-14f2-4222-a44a-1e4f52d2ab0c___FREC_Pwd.M 0259.JPG
 345 	     34844     	     18.993227     	53e65c04-8e61-4867-864d-ba917f0aa939___FREC_Pwd.M 0396.JPG
 346 	     11384     	     60.233661     	53f5ff98-f9b7-4eff-bfcd-1265e9e1fc0c___FREC_Pwd.M 5086.JPG
 347 	     35252     	     13.111313     	540f2fd6-9295-4bf3-a75b-acab1b641cb0___FREC_Pwd.M 4646.JPG
 348 	     9836      	     61.274908     	541ba2aa-9301-4773-9fac-6c29a190f287___FREC_Pwd.M 5060.JPG
 349 	     22533     	     32.707584     	5468bc34-19a9-4eb2-815c-42619512da44___FREC_Pwd.M 4954.JPG
 350 	     36226     	     11.729145     	548b2785-6b1b-4067-bcc1-c2e117f9f5a6___FREC_Pwd.M 0355.JPG
 351 	     32966     	     18.585816     	54b4c0b5-c1e6-445b-8cdf-9c11c3b76e0d___FREC_Pwd.M 5145.JPG
 352 	     38424     	     24.003227     	55477ea0-03ae-4ddd-afa5-01b0a640533d___FREC_Pwd.M 0304.JPG
 353 	     22919     	     24.036825     	5588e2ce-bc1e-4ce0-8392-6bfa40d334d5___FREC_Pwd.M 4671.JPG
 354 	     33551     	     18.801228     	55aba0f4-a57d-49ed-b2d4-4e5c783dc25d___FREC_Pwd.M 0393.JPG
 355 	     37145     	     4.110917      	55ea082c-7aec-4a9a-9181-afad1a342959___FREC_Pwd.M 4492.JPG
 356 	     38122     	     7.963905      	5627316e-8d75-4b66-a790-02a6845a33a4___FREC_Pwd.M 4482.JPG
 357 	     58571     	     15.377917     	563b4d04-b28c-416c-8469-dc0ea1fdafd4___FREC_Pwd.M 5143.JPG
 358 	     36227     	     5.493140      	5666b4ed-32ac-4db9-a07c-230fb75b7413___FREC_Pwd.M 0524.JPG
 359 	     29772     	     19.938197     	566e59d0-0ff8-4442-b08a-1b734fd44e1d___FREC_Pwd.M 0470.JPG
 360 	     35734     	     5.857167      	56a9ffe5-ea20-41de-b40f-c6970f54fab4___FREC_Pwd.M 4837.JPG
 361 	     30465     	     8.242245      	56b0482b-80d1-4cd8-82c9-478b8d9e296e___FREC_Pwd.M 0594.JPG
 362 	     27704     	     15.607854     	570b41af-d7c0-4ef0-a403-0824a2f4d408___FREC_Pwd.M 5018.JPG
 363 	     29476     	     67.675397     	574742c2-224c-4b29-b2bf-d24de5a631a6___FREC_Pwd.M 4817.JPG
 364 	     31569     	     7.691089      	581c8e0d-54e0-4a4e-937d-919d0b914c9b___FREC_Pwd.M 0371.JPG
 365 	     31013     	     22.171347     	5839bbe0-dd92-4b79-8c12-5ae604e7bf0d___FREC_Pwd.M 5039.JPG
 366 	     35929     	     3.531966      	58d5d331-0ee1-4db8-bbab-3e0e8b7b5844___FREC_Pwd.M 0537.JPG
 367 	     30680     	     18.011734     	58d680f4-c586-47d0-98a6-0e89ad4f8ff2___FREC_Pwd.M 0401.JPG
 368 	     14091     	     60.804769     	5932814d-63f8-4dc4-b7e3-6b8d17d7a2e2___FREC_Pwd.M 5117.JPG
 369 	     32858     	     17.152596     	596a3002-0685-4b75-a782-1ed69092f23c___FREC_Pwd.M 4654.JPG
 370 	     34561     	     11.874656     	59727cfd-2b6e-4f3c-8a65-6769b3e770f1___FREC_Pwd.M 4871.JPG
 371 	     32923     	     7.064970      	59ba7560-f218-44c0-bf46-2019757ec591___FREC_Pwd.M 4923.JPG
 372 	     29554     	     8.672261      	59f996b8-cda8-44d9-807e-4567efaeade8___FREC_Pwd.M 4714.JPG
 373 	     26961     	     3.649716      	5aa2ca92-de44-41cc-97c1-3a622d885337___FREC_Pwd.M 4490.JPG
 374 	     26656     	     26.346789     	5ae4a221-ce07-4cd5-92fa-e486a14c577f___FREC_Pwd.M 0466.JPG
 375 	     34694     	     15.091947     	5b3bd2bf-b673-40e8-8ead-5755cb5203cd___FREC_Pwd.M 4640.JPG
 376 	     36960     	     12.913961     	5b542577-0a56-46c3-a18e-f1c114eb6e18___FREC_Pwd.M 4680.JPG
 377 	     34489     	     7.628519      	5b7d9504-77ba-4d76-95be-f00606ee3143___FREC_Pwd.M 0543.JPG
 378 	     35659     	     15.250007     	5b860b1a-a09f-4445-8c8a-f5c11865abab___FREC_Pwd.M 4879.JPG
 379 	     30096     	     14.962121     	5bd34c12-bc95-4068-bac8-b6ca8f45d6ae___FREC_Pwd.M 4950.JPG
 380 	     31200     	     8.346154      	5bdf2bac-34ff-4636-81fa-813a3564e1c6___FREC_Pwd.M 4802.JPG
 381 	     25927     	     15.304509     	5be6f819-7f95-4078-bc8a-320b79dd5bee___FREC_Pwd.M 4706.JPG
 382 	     33101     	     2.619256      	5bff6ee9-60ba-46d9-82a6-637458ebb8b0___FREC_Pwd.M 0483.JPG
 383 	     21865     	     23.013949     	5c001ce6-71a9-4f04-9fbd-06f7e73c671b___FREC_Pwd.M 4965.JPG
 384 	     37919     	     13.196551     	5c889ff2-b516-4333-ba98-d6f31b95efa8___FREC_Pwd.M 4620.JPG
 385 	     34766     	     8.361618      	5cd2f748-9c48-4014-a623-719154ad16e9___FREC_Pwd.M 0589.JPG
 386 	     33333     	     4.347043      	5cd54f30-4203-4545-80d1-dd3afe90648f___FREC_Pwd.M 4825.JPG
 387 	     29762     	     10.147168     	5cdf0423-83a1-42ec-97f0-4c91a6130cb4___FREC_Pwd.M 4645.JPG
 388 	     29114     	     7.896545      	5d4a44a9-b7a1-46a4-9355-651e3c205b0c___FREC_Pwd.M 4972.JPG
 389 	     31358     	     7.510045      	5d785df7-f03c-4a2d-be73-567831c490a8___FREC_Pwd.M 4616.JPG
 390 	     11014     	     82.104594     	5e2924fb-da5e-4870-b2ea-adb80ed6c72d___FREC_Pwd.M 5120.JPG
 391 	     36574     	     15.502816     	5e603aba-8668-44fd-8b33-f6dd7686606e___FREC_Pwd.M 0245.JPG
 392 	     13603     	     65.720797     	5e6bb1b9-d851-4300-995f-fc2121288e5d___FREC_Pwd.M 5068.JPG
 393 	     32831     	     6.828912      	5ea477b7-3870-46c0-934f-4fced7ec6169___FREC_Pwd.M 4885.JPG
 394 	     35754     	     7.674666      	5eb34cce-2329-4c58-a86c-e69e79161a7b___FREC_Pwd.M 4939.JPG
 395 	     17049     	     37.157605     	5ec8805d-ee83-4bcc-a76f-e6bfbeed7a71___FREC_Pwd.M 5158.JPG
 396 	     28375     	     11.668722     	5f7971d7-eb71-4b09-ada7-5301ed9ce150___FREC_Pwd.M 4678.JPG
 397 	     30964     	     16.725875     	5f7b4b75-2cb6-4deb-bd86-56f336357d83___FREC_Pwd.M 0340.JPG
 398 	     35807     	     9.634988      	5f807d2d-f7bc-4c9d-b8bc-74549ddfd47c___FREC_Pwd.M 0582.JPG
 399 	     33027     	     19.362945     	5f969553-68de-42bf-a892-0d7d6a96bb28___FREC_Pwd.M 4537.JPG
 400 	     31932     	     9.394964      	6014d664-cf2e-4d0d-98c9-221789b4a3b9___FREC_Pwd.M 0312.JPG
 401 	     30599     	     7.186509      	60c15b34-a1a5-440e-85f7-c83d848d41f9___FREC_Pwd.M 4770.JPG
 402 	     29109     	     5.836683      	6144ff3e-3899-4577-b9a8-cb342a106afb___FREC_Pwd.M 4980.JPG
 403 	     28170     	     15.342563     	61505a92-161b-4a79-aee7-eba09ca4e560___FREC_Pwd.M 4615.JPG
 404 	     34416     	     14.173640     	61705ba4-f43e-48f6-afd2-d62fe6f3922e___FREC_Pwd.M 5139.JPG
 405 	     7385      	     70.182803     	61800495-73fd-40e8-8ddf-b45cb4670213___FREC_Pwd.M 5074.JPG
 406 	     32209     	     21.556087     	61a751d7-e1fe-433a-b86e-00febef2bb7e___FREC_Pwd.M 4945.JPG
 407 	     31697     	     4.246459      	61bd19e2-80b5-4370-a497-2d25a15a7ac7___FREC_Pwd.M 0577.JPG
 408 	     30768     	     13.192278     	62104eb2-475c-47c3-9ed8-a1ea990b5c72___FREC_Pwd.M 5016.JPG
 409 	     38398     	     8.328559      	6269aa19-6cb1-41de-828d-e59361033b3f___FREC_Pwd.M 0565.JPG
 410 	     36284     	     4.302172      	62a8cd07-b3ec-41c2-853c-d783474206a0___FREC_Pwd.M 4489.JPG
 411 	     35989     	     24.624191     	62e8936d-bd22-43e1-a807-9588131172f0___FREC_Pwd.M 4992.JPG
 412 	     32300     	     6.439628      	62f18804-329f-41b0-bb05-3cf72f6ac5f6___FREC_Pwd.M 4838.JPG
 413 	     32692     	     7.442188      	63009443-982d-4280-a402-c764c0d04420___FREC_Pwd.M 4790.JPG
 414 	     20812     	     18.873727     	631167a9-9bde-44c5-8344-461589dd9a75___FREC_Pwd.M 4862.JPG
 415 	     28933     	     7.344555      	63a78c82-6708-4324-9ea4-d2f51e83565f___FREC_Pwd.M 4763.JPG
 416 	     14000     	     92.407143     	63ca2f3f-c6aa-463e-b74a-23e328637043___FREC_Pwd.M 5109.JPG
 417 	     35865     	     7.455737      	63da749f-b051-4b5b-98ad-217a21654171___FREC_Pwd.M 4619.JPG
 418 	     35101     	     6.811772      	644a0661-efb6-4200-8b57-388fd1b2d588___FREC_Pwd.M 4464.JPG
 419 	     37705     	     5.155815      	645cfe87-d2aa-48c5-a028-4a683825e5e6___FREC_Pwd.M 0556.JPG
 420 	     37242     	     2.891896      	649736d0-34ae-4764-b959-8fd67989a038___FREC_Pwd.M 0361.JPG
 421 	     28016     	     10.115648     	6521f6d7-05fd-4144-b2e3-a20f0a7e6f7d___FREC_Pwd.M 5010.JPG
 422 	     28227     	     20.901973     	6549d4d7-4649-4059-8f94-e106f268119c___FREC_Pwd.M 0458.JPG
 423 	     30107     	     27.481981     	65972389-76f0-4b7a-ac4d-b2e9d6dc8d67___FREC_Pwd.M 4664.JPG
 424 	     38133     	     23.659298     	65ab8993-f636-4bad-9771-2f07cd178cb9___FREC_Pwd.M 0390.JPG
 425 	     22491     	     17.473656     	66175365-07ce-4b17-af32-5eb54e2266b5___FREC_Pwd.M 4853.JPG
 426 	     36970     	     7.906411      	66a3e2fb-8e92-408a-86e2-3959921beea2___FREC_Pwd.M 0275.JPG
 427 	     27930     	     15.019692     	6710752c-a488-412e-b02d-1392b4a77e99___FREC_Pwd.M 4752.JPG
 428 	     26978     	     18.270443     	675b034a-1138-468e-a70b-3bce7d373414___FREC_Pwd.M 4961.JPG
 429 	     32013     	     9.421173      	67671558-ae51-4cb1-9a17-06b46bce2059___FREC_Pwd.M 5009.JPG
 430 	     35396     	     23.203187     	67b901db-8183-40fe-8195-c986c44a64dc___FREC_Pwd.M 4643.JPG
 431 	     32854     	     24.003166     	67d60449-6625-4372-90fd-452fc9c345cf___FREC_Pwd.M 4550.JPG
 432 	     31840     	     19.265075     	683ff209-2360-44c5-bc28-7ae288869562___FREC_Pwd.M 4740.JPG
 433 	     36793     	     2.397195      	6881e24e-2702-4f68-8dd1-13120bc48e9d___FREC_Pwd.M 0440.JPG
 434 	     33319     	     8.337585      	68ae9ec5-0f6e-42f9-90ad-c620230e5f03___FREC_Pwd.M 0485.JPG
 435 	     36706     	     2.274832      	6915b42c-598c-4a75-b9bc-096ded10b120___FREC_Pwd.M 0562.JPG
 436 	     35242     	     6.035412      	693a442d-fa07-421e-b8f6-b5db6817b604___FREC_Pwd.M 0532.JPG
 437 	     9077      	     88.233998     	693c845b-b606-4bf9-8f29-7f8ae2c7f09d___FREC_Pwd.M 5096.JPG
 438 	     33691     	     8.399869      	69ec43f8-9a3a-4c2a-aaa7-18375819931f___FREC_Pwd.M 0518.JPG
 439 	     30787     	     22.210673     	6a076e30-41cb-409c-9209-97e6ed8aa6fb___FREC_Pwd.M 0410.JPG
 440 	     56682     	     19.969302     	6a221f6f-ab5e-4c89-960e-b59e0bed138c___FREC_Pwd.M 5134.JPG
 441 	     34417     	     6.435773      	6a7e0e50-2727-44de-b428-74379f373519___FREC_Pwd.M 4485.JPG
 442 	     31082     	     7.322566      	6ae2e341-c330-46c4-835a-813ddbf61540___FREC_Pwd.M 4785.JPG
 443 	     13256     	     65.170489     	6afaaa95-dada-4f34-a0ed-db10134b5a7e___FREC_Pwd.M 5065.JPG
 444 	     15263     	     84.046387     	6b5ee115-cd03-47de-b7f3-21490d1c2548___FREC_Pwd.M 5102.JPG
 445 	     34280     	     10.571762     	6b72d21f-535c-4a76-a0f2-6c0f4c18997d___FREC_Pwd.M 4600.JPG
 446 	     11914     	     91.522578     	6bb964c3-86cc-4655-8a2c-adcc061e8fe4___FREC_Pwd.M 5099.JPG
 447 	     22567     	     15.987947     	6c02f514-7059-4071-8752-4e970ccb4f2e___FREC_Pwd.M 4878.JPG
 448 	     28637     	     7.008416      	6c194f25-d1cb-48b1-908e-e6a66a0f6ed2___FREC_Pwd.M 5008.JPG
 449 	     25293     	     12.497529     	6c2861d5-bc13-4296-aa71-1225c3bad7df___FREC_Pwd.M 4804.JPG
 450 	     31829     	     10.364762     	6c4ba807-3b6f-4041-bc17-c268b52bc05f___FREC_Pwd.M 4623.JPG
 451 	     32980     	     6.009703      	6ca92452-78c5-422b-bec6-afe04e862a62___FREC_Pwd.M 0341.JPG
 452 	     33450     	     3.333333      	6cbf80f1-614a-4212-bb74-a926405d3898___FREC_Pwd.M 0286.JPG
 453 	     36243     	     5.275501      	6ce047de-2793-46c0-8013-beb2e67b468c___FREC_Pwd.M 4765.JPG
 454 	     35142     	     6.567640      	6d3cf9a5-37ab-41e6-b786-4ba6e245560a___FREC_Pwd.M 0521.JPG
 455 	     32100     	     6.616822      	6d4ccc3a-c410-4d67-8858-e411ad1c4486___FREC_Pwd.M 5007.JPG
 456 	     38243     	     4.829642      	6d700706-12f6-40a3-b293-699aabce7ba0___FREC_Pwd.M 0288.JPG
